startup_name,sector,subvertical,city,investors,investment_type,amount_usd,date,source_period,year,sector_clean
Arya.ai,Artificial Intelligence Platform,,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,750000.0,2015-12-22,early_2015_2019,2015,Other
Doctor Insta,Medical Consultation & Doctor Appointment Booking Platform,,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,500000.0,2015-12-22,early_2015_2019,2015,Other
MobieFit,Mobile Fitness App,,Goa,Medi Assist,Private Equity,1000000.0,2015-12-22,early_2015_2019,2015,Other
Mech Mocha,Mobile Game Development & Design Platform,,Bangalore,"Blume Ventures, Flipkart",Seed Funding,1000000.0,2015-12-23,early_2015_2019,2015,Other
Shotang.com,B2B Ecommerce Marketplace,,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,5000000.0,2015-12-23,early_2015_2019,2015,Other
Black White Orange,B2B Merchandize Platform,,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,303000.0,2015-12-24,early_2015_2019,2015,Other
Canvera,Photographer Online Search & Booking Platform,,Bangalore,Info Edge (India) Ltd,Private Equity,2200000.0,2015-12-24,early_2015_2019,2015,Other
Town Essentials,Grocery Delivery Platform,,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,1000000.0,2015-12-28,early_2015_2019,2015,Other
Bumper,Mobile Car Servicing Appointment App,,Bangalore,SAIF Partners,Seed Funding,500000.0,2015-12-28,early_2015_2019,2015,Other
Hotify,New Curation Mobile App,,Bangalore,Mahavir Pratap Sharma,Seed Funding,150000.0,2015-12-29,early_2015_2019,2015,Other
MobiKwik,Mobile Wallet,,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,6600000.0,2015-12-29,early_2015_2019,2015,Other
Twigly,Online Food Ordering & Delivery Platform,,Gurgaon,"Amit Gupta, Sahil Barua, Mukul Singhal, Tracxn Labs",Seed Funding,200000.0,2015-11-02,early_2015_2019,2015,Other
CityFlo,Bus Aggregation And Rental Mobile App,,Mumbai,IDG Ventures,Seed Funding,750000.0,2015-11-02,early_2015_2019,2015,Other
Pokkt,Alternate Mobile Monetization Platform,,Mumbai,"Segnel Venture, Shinji Kimura, Sundar Chanrai, JAFCO Asia, SingTel\\xe2\\x80\\x99s Innov8, Jungle Ventures, K Ganesh",Private Equity,5000000.0,2015-11-03,early_2015_2019,2015,Other
oibanit,Online Food Ordering Marketplace,,Vadodara,"Varun Ahuja, Anubhav Verma",Seed Funding,150000.0,2015-11-03,early_2015_2019,2015,Other
Stuffed,Quick Service Restaurant & Online Delivery,,Mumbai,Riqueza Capital,Seed Funding,385000.0,2015-11-03,early_2015_2019,2015,Other
LoanBaba,Online Loans Marketplace,,Mumbai,,Seed Funding,320000.0,2015-11-03,early_2015_2019,2015,Other
Deyor Rooms,Budget Hotels Aggregator,,New Delhi,Dheeraj Jain & Others,Seed Funding,500000.0,2015-11-03,early_2015_2019,2015,Other
Bidgely,Efficient Energy Management Platform,,Usa/India,"Constellation Technology Ventures (Exelon Corporation), E.ON, RWE, Khosla Ventures",Private Equity,16600000.0,2015-11-03,early_2015_2019,2015,Other
Shirsa Labs,Digital Intelligent Learning Platform,,Mumbai,ah! Ventures,Seed Funding,250000.0,2015-11-04,early_2015_2019,2015,Other
YourDOST,Online Counselling And Psychological Support Platform,,Gwalior,"Phanindra Sama, Aprameya Radhakrishna, Aneesh Reddy, Neeraj Jawalkar, Sanjay Anandaram, Pavan Ongole, Venk Krishnan",Seed Funding,400000.0,2015-11-04,early_2015_2019,2015,Other
BookMyBai,Domestic Help Aggregation Platform,,Mumbai,Vineel Nalla & Others,Seed Funding,150000.0,2015-11-05,early_2015_2019,2015,Other
MyIndianStay,Home Stay & Room Rentals Platform,,Goa,Undisclosed investors,Seed Funding,200000.0,2015-11-05,early_2015_2019,2015,Other
Satvacart,Online Grocery Platform,,Gurgaon,Undisclosed HNIs,Private Equity,1800000.0,2015-11-06,early_2015_2019,2015,Other
POPxo.com,Online Content Platform For Women,,New Delhi,"IDG Ventures India, Kalaari Capital, 500 Startups",Private Equity,2000000.0,2015-11-06,early_2015_2019,2015,Other
SparesHub,Online Vehicle Spare Parts Etailer,,Pune,"Hyderabad Angels, M&S Partners",Seed Funding,460000.0,2015-11-06,early_2015_2019,2015,Other
Explara,Event Ticketing Platform,,Pune,"Hyderabad Angels, Singapore Angel Network, Ness Wadia",Private Equity,490000.0,2015-11-06,early_2015_2019,2015,Other
Yuvi Hospitality,Premium Dining Lounges & Restaurants,,Gurgaon,Chandralekha Construction Pvt. Ltd.,Private Equity,15000000.0,2015-11-06,early_2015_2019,2015,Other
AppVirality,Mobile Growth Hacking\\Nplatform,,Hyderabad,"Rajan Anandan, Mike Galgon, Ravi Gururaj, Ashim Mehra,\\xc2\\xa0 Mohit Saxena, Internet Group, TNN Capital and others",Seed Funding,500000.0,2015-11-09,early_2015_2019,2015,Other
iStar Skill Development,Skill Training Startup,,Bangalore,"Michael & Susan Dell Foundation, Unitus Seed Fund",Private Equity,1500000.0,2015-11-09,early_2015_2019,2015,Other
BigStylist.com,Beauty And Wellness Marketplace,,Mumbai,Info Edge,Private Equity,1000000.0,2015-11-09,early_2015_2019,2015,Other
Zilingo,Marketplace App For Bangkok,,Bangalore/ Bangkok,"Sequoia India, BEENEXT Ventures, Kunal Shah & Sandeep Tandon",Private Equity,1900000.0,2015-11-09,early_2015_2019,2015,Other
Didi,On-Demand Maids Service Provider,,Mumbai,"Jozef Bardik, Leo Wang Sangeeth Ram",Seed Funding,150000.0,2015-11-09,early_2015_2019,2015,Other
Skoov.com,Ecommerce Product Search Engine,,Mumbai,undisclosed investor,Seed Funding,150000.0,2015-11-09,early_2015_2019,2015,Other
Chefs Basket,Ready To Cook Packaged Foods,,Mumbai,"SAIF Partners, Haresh Chawla",Private Equity,6000000.0,2015-11-10,early_2015_2019,2015,Other
Delight Foods,Branded Food Products Online Sales,,Bangalore,"Lensbridge Capital, Mape Advisory Group, Fireside Ventures",Private Equity,600000.0,2015-11-11,early_2015_2019,2015,Other
RenewBuy,Auto Insurance Online Platform,,Gurgaon,Mount Nathan Advisors Pte Ltd,Seed Funding,500000.0,2015-11-11,early_2015_2019,2015,Other
Hitwicket,Cricket Management Mobile Game,,Hyderabad,Chennai Angels,Seed Funding,250000.0,2015-11-12,early_2015_2019,2015,Other
Cashkaro.com,Ecommerce Discount & Cashback Coupons Platform,,Gurgaon,Kalaari Capital,Private Equity,3700000.0,2015-11-16,early_2015_2019,2015,Other
Absentia,Virtual Reality Headset Creator,,Bangalore,"Astarc Ventures, 50K Ventures & others",Seed Funding,180000.0,2015-11-16,early_2015_2019,2015,Other
TaskBucks,Mobile-Only Tasks Marketplace,,New Delhi,Times Internet,Private Equity,15000000.0,2015-11-16,early_2015_2019,2015,Other
CraftsVilla,Women Ethnic Wear\\Xc2\\Xa0 Online Marketplace,,Mumbai,"Sequoia India, Lightspeed Venture Partners, Nexus Venture Partners, Global Founders Capital, Apoletto",Private Equity,34000000.0,2015-11-17,early_2015_2019,2015,Other
Julia Computing,Numerical Computing & Data Science Platform,,Bangalore,Gordon and Betty Moore Foundation,Seed Funding,600000.0,2015-11-17,early_2015_2019,2015,Other
StyleTag,Designer Fashion Jewellery Marketplace,,Bangalore,Jitu Virwani,Seed Funding,7500000.0,2015-11-17,early_2015_2019,2015,Other
Smytten,Online Products Discovery Platform,,Gurgaon,"Rimpal Chawla, Anuj Srivastava",Seed Funding,200000.0,2015-11-17,early_2015_2019,2015,Other
BiBox,Kids Tool Kit For Innovation Platform,,Bangalore,Ravi Krishnamurthy,Seed Funding,530000.0,2015-11-17,early_2015_2019,2015,Other
Convegenius,Mobile Learning Solutions,,Noida / Singapore,Enablers platform,Seed Funding,300000.0,2015-11-17,early_2015_2019,2015,Other
Ola,Car Aggregator & Retail Mobile App,,Bangalore,"Baillie Gifford, Falcon Edge Capital, Tiger Global, SoftBank Group, DST Global, Didi Kuaidi",Private Equity,500000000.0,2015-11-18,early_2015_2019,2015,Other
Goodbox,Conversational Commerce Mobile App,,Bangalore,Nexus Venture Partners,Private Equity,2500000.0,2015-11-18,early_2015_2019,2015,Other
ScoopWhoop,Viral Content Web Platform,,New Delhi,Kalaari Capital,Private Equity,4000000.0,2015-11-18,early_2015_2019,2015,Other
UrbanClap,Mobile Services Marketplace,,Gurgaon,"Bessemer Venture Partner, Accel, SAIF Partners",Private Equity,25000000.0,2015-11-19,early_2015_2019,2015,Other
SenseGiz,Smartwatch Maker,,Belgaum,Karnataka Semiconductor Venture Capital firm,Seed Funding,500000.0,2015-11-19,early_2015_2019,2015,Other
Fourseven,Online Jewellery Etailer,,New Delhi,Indian Angel Network,Seed Funding,455000.0,2015-11-19,early_2015_2019,2015,Other
MindTickle,Sales & Productivity Software,,Pune / Us,New Enterprise Associates,Private Equity,12500000.0,2015-11-20,early_2015_2019,2015,Other
Medinfi,Health-Tech Platform,,Bangalore,"Ram Kumar Kakani, Pradeep K Jaisingh, Sunil T V, Vijay Ghadge, Hemant Kaul, Gurmeet Chahal & Others",Seed Funding,305000.0,2015-11-20,early_2015_2019,2015,Other
OUWT,Nightlife Discovery Mobile App,,Mumbai,Undisclosed investors,Seed Funding,150000.0,2015-11-20,early_2015_2019,2015,Other
HeyPillow,Online Real Estate Marketplace,,Bangalore,Hampton Capital,Private Equity,3000000.0,2015-11-20,early_2015_2019,2015,Other
Caravan Craft,Indian Ethnic Crafts Etailer,,Bangalore,"Unitus Seed Fund, Bijou Kurien, Narayan Ramachandran",Private Equity,1200000.0,2015-11-21,early_2015_2019,2015,Other
Talkoot,Social Platform For Traders And Investors,,Bangalore,Undisclosed investors,Seed Funding,100000.0,2015-11-21,early_2015_2019,2015,Other
RentoMojo,"Online Furniture, Home Appliances Rental Platform",,Bangalore,"IDG Ventures India,\\xc2\\xa0 Accel Partners India",Private Equity,2000000.0,2015-11-23,early_2015_2019,2015,Other
Medikoe,Healthcare Services Discovery Platform,,Bangalore,Anil Menon,Seed Funding,100000.0,2015-11-23,early_2015_2019,2015,Other
Stylofie,Health And Beauty Services Marketplace,,Gurgaon,Swastika,Seed Funding,250000.0,2015-11-24,early_2015_2019,2015,Other
Naaptol,Online And Tv Shopping Marketplace,,Mumbai,"Mitsui & Co., New Enterprise Associates, Canaan Partners, Silicon Valley Bank",Private Equity,52000000.0,2015-11-24,early_2015_2019,2015,Other
EarlySalary.com,Mobile App Based Loan Disbursement Platform,,Mumbai,Ashok Agarwal,Seed Funding,1500000.0,2015-11-25,early_2015_2019,2015,Other
Tooler,On Demand Laundry Services App,,New Delhi,"Raghu Khanna, Sameer Gupta",Seed Funding,110000.0,2015-11-25,early_2015_2019,2015,Other
S Chand,Education Content Provider,,New Delhi,IFC Everstone Group,Private Equity,27000000.0,2015-11-25,early_2015_2019,2015,Other
GoQii,Fitness Tracking Management Solutions,,Mumbai,"New Enterprise Associates, Cheetah Mobile",Private Equity,13400000.0,2015-11-26,early_2015_2019,2015,Other
Grofers,Hyper-Local Grocery Delivery Platform,,Gurgaon,"Softbank, Tiger Global, Sequoia Capital, Apoletto Managers",Private Equity,120000000.0,2015-11-26,early_2015_2019,2015,Other
Pluss,Hyperlocal Healthcare Product Delivery Service Provider,,Gurgaon,"IDG Ventures, M & S partners, Powerhouse Ventures (USA).",Private Equity,1000000.0,2015-11-26,early_2015_2019,2015,Other
JustRide,Self Driven Rental Car Platform,,Mumbai,,Private Equity,2000000.0,2015-11-27,early_2015_2019,2015,Other
Baxi,Two-Wheeler Taxi Service,,Gurgaon,"Manish Kheterpal, Alok Mittal,\\xc2\\xa0 Puneet Dalmia,",Seed Funding,1450000.0,2015-11-30,early_2015_2019,2015,Other
Superhero Brands,Character Merchandize Sales Platform,,Mumbai,DSG Consumer Partners,Seed Funding,540000.0,2015-11-30,early_2015_2019,2015,Other
QikPod,Ecommerce Delivery Locker Services,,Bangalore,"Flipkart, Accel Partners, Delhivery, Foxconn",Private Equity,9000000.0,2015-11-30,early_2015_2019,2015,Other
Muvizz,Movie-On-Demand Platform,,Singapore,"Ashish Todi, Abhinav Patodia, Kumar Shwetabh",Seed Funding,350000.0,2015-10-01,early_2015_2019,2015,Other
Shopalyst,Product Discovery & Recommendation Platform,,Bangalore,Kalaari Capital,Private Equity,2000000.0,2015-10-02,early_2015_2019,2015,Other
Chillr,Mobile Payments App,,Mumbai,Sequoia Capital,Private Equity,6000000.0,2015-10-03,early_2015_2019,2015,Other
Nykaa,Beauty & Wellness Products E-Tailer,,Mumbai,"Harsh Mariwala, Atul Nishar, Dalip Pathak, Michael Carlos",Private Equity,9500000.0,2015-10-05,early_2015_2019,2015,Other
Voylla,Fashion Jewelry And Accessories E-Tailer,,Jaipur,Peepul Capital,Private Equity,15000000.0,2015-10-05,early_2015_2019,2015,Other
IndiaLends,Online Consumer Lending Platform,,New Delhi,"DSG consumer Partners, Paragon Partners",Private Equity,1000000.0,2015-10-05,early_2015_2019,2015,Other
Rock N Shop,Premium Apparel Shopping Portal,,New Delhi,High Networth Individuals (undisclosed),Seed Funding,150000.0,2015-10-05,early_2015_2019,2015,Other
DocPlexus,Exclusive Platform For Doctors & Healthcare Professionals,,Pune,"Uniqorn ventures, ASP Consulting",Seed Funding,700000.0,2015-10-06,early_2015_2019,2015,Other
WorkIndia,Job Board,,Mumbai,"Satyen Kothari, Keshav Sanghi, Riddhesh Gandhi & Others",Seed Funding,500000.0,2015-10-06,early_2015_2019,2015,Other
SportzVillage,Sports Management & Physical Education Business,,Bangalore,Gaja Capital Private Equity Fund,Private Equity,10000000.0,2015-10-06,early_2015_2019,2015,Other
Burger Singh,Qsr & Online Delivery Portal,,Gurgaon,"Ashvin Chadha, Avtar Monga, Udaan Angels, Dheeraj Jain",Seed Funding,500000.0,2015-10-06,early_2015_2019,2015,Other
Welcome Cure,Online Homeopathy Clinic,,Mumbai,Unnamed Media house and HNIs,Private Equity,6000000.0,2015-10-06,early_2015_2019,2015,Other
SchoolGuru,E-Learning Service Provider,,Mumbai,High Networth Individuals from India & USA,Private Equity,3000000.0,2015-10-07,early_2015_2019,2015,Other
GoJavas,Delivery & Logistics Service Provider,,Gurgaon,Snapdeal,Private Equity,20000000.0,2015-10-07,early_2015_2019,2015,Other
ZuperMeal,Home Cooked Food Marketplace & Delivery,,Mumbai,"Sanjeev Kapoor,\\xc2\\xa0 Ravi Saxena & Others",Private Equity,2000000.0,2015-10-08,early_2015_2019,2015,Other
Cube26,Gesture Based Mobile Development,,New Delhi,"Tiger Global Management, Flipkart",Private Equity,7700000.0,2015-10-08,early_2015_2019,2015,Other
Grabhouse,Rental Accommodation Search Platform,,Bangalore,Sequoia and Kalaari Capital.,Private Equity,10000000.0,2015-10-08,early_2015_2019,2015,Other
Quifers,Logistics Tech Platform,,Mumbai,"Vikas Agarwal, Vishal Khare, Sanjeev Kakkar, Smile Group",Seed Funding,310000.0,2015-10-08,early_2015_2019,2015,Other
Stockroom.io,Developer Portfolio Showcase Platform,,Hyderabad,Undisclosed Investors,Seed Funding,70000.0,2015-10-09,early_2015_2019,2015,Other
Cloud Lending,End-To-End Lending Platform,,Bangalore / San Mateo,SF Capital Group,Private Equity,8000000.0,2015-10-09,early_2015_2019,2015,Other
Inayo,On-Demand Healthcare Marketplace,,Mumbai,"Kemark Ventures, Amit Ranjan, Zishaan Hayath and Others",Seed Funding,300000.0,2015-10-09,early_2015_2019,2015,Other
Kulzy,Advertising & Marketing Community Networking Platform,,New Delhi,"Seedfund, Bedrock Ventures",Seed Funding,1000000.0,2015-10-09,early_2015_2019,2015,Other
Zeppery,Food Ordering & Delivery App,,New Delhi,Suyash Sharma,Seed Funding,77000.0,2015-10-09,early_2015_2019,2015,Other
Zify,Ride Sharing Platform,,Hyderabad,Sean O\\xe2\\x80\\x99Sullivan & Others,Seed Funding,190000.0,2015-10-12,early_2015_2019,2015,Other
Gridle,Cloud Based Collaboration Platform,,Ahmedabad,LetsVenture,Seed Funding,100000.0,2015-10-12,early_2015_2019,2015,Other
Voodoo,Mobile Only Shopping Assistant,,New Delhi,SAIF Partners,Seed Funding,1000000.0,2015-10-13,early_2015_2019,2015,Other
Lookup,Mobile Messaging Assistant App,,Bangalore,"Khosla Impact, Biz Stone, Catamaran Ventures, Global Founders Capital, European investment fund",Private Equity,2500000.0,2015-10-13,early_2015_2019,2015,Other
AskMyGift,Personalized Wish List Creator App,,Noida,Turning Ideas,Seed Funding,50000.0,2015-10-14,early_2015_2019,2015,Other
Zappfresh,Raw Meat & Ready To Eat Food Etailer,,Gurgaon,Undisclosed Investors,Seed Funding,77000.0,2015-10-14,early_2015_2019,2015,Other
S-Cube Futuretech,Structural & Civil Engg Service Automation,,Mumbai,Parampara Capital,Private Equity,1000000.0,2015-10-17,early_2015_2019,2015,Other
Citrus Payment,Payments Solution Platform,,Mumbai,"Sequoia Capital, Ascent Capital, eContext Asia, Beenos Asia",Private Equity,25000000.0,2015-10-19,early_2015_2019,2015,Other
Holidify,Travel Destination Discovery Platform,,New Delhi,Aarti Group,Seed Funding,100000.0,2015-10-19,early_2015_2019,2015,Other
Opinio,Last Mile Delivery Service,,Bangalore,"Delhivery, Sands Capital and Accel Partners",Private Equity,7000000.0,2015-10-20,early_2015_2019,2015,Other
Attune Technologies,Healthcare It Solutions & Services,,Chennai,"Qualcomm Venture, Norwest Venture Partners",Private Equity,10000000.0,2015-10-20,early_2015_2019,2015,Other
AgentDesks,Real Estate Mobile Crm,,New York/ India,"Sierra Ventures, Cota Capital, Vegas Tech Fund",Seed Funding,2950000.0,2015-10-21,early_2015_2019,2015,Other
White Owl Brewery,Micro-Brewery,,Mumbai,"Arihant Patni, RAAY Global Investments",Private Equity,1530000.0,2015-10-21,early_2015_2019,2015,Other
MealHopper,Home Made Food Marketplace,,Gurgaon,"Alok Bajpai, Rajnish Kumar, Amit Dey",Seed Funding,100000.0,2015-10-21,early_2015_2019,2015,Other
Zenify.in,Residential Rental Management Platform,,Bangalore,"Atul Jalan, Shrikanth & Bharath",Seed Funding,640000.0,2015-10-21,early_2015_2019,2015,Other
Medd,Personal Diagnostic Mobile App,,Mumbai,Group of Angel investors,Seed Funding,150000.0,2015-10-23,early_2015_2019,2015,Other
Leaping Caravan,Online Food Ordering & Delivery Service,,Gurgaon,Group of Angel investors,Seed Funding,150000.0,2015-10-23,early_2015_2019,2015,Other
Frsh,Online Food Ordering & Delivery Service,,Gurgaon,"Mumbai Angels, Mayank Bhangdia, Kae Capital",Private Equity,1000000.0,2015-10-23,early_2015_2019,2015,Other
Qik Stay,Hotel Aggregator & Booking Platform,,New Delhi,ID Enablers Pvt Ltd,Seed Funding,250000.0,2015-10-23,early_2015_2019,2015,Other
Parcelled,Online Logistics Platform,,Bangalore,Delhivery,Private Equity,5000000.0,2015-10-26,early_2015_2019,2015,Other
AlmaMapper,Online Student & Campus Social Networking Platform,,Ahmedabad,Oswal Techno Ventures LLP,Seed Funding,400000.0,2015-10-26,early_2015_2019,2015,Other
Flexing It,Professionals & Project Search Marketplace,,New Delhi,undisclosed private investors,Seed Funding,500000.0,2015-10-26,early_2015_2019,2015,Other
Netmeds.com,Online Pharmacy,,Chennai,"OrbiMed, Pradip Dadha Group",Private Equity,50000000.0,2015-10-26,early_2015_2019,2015,Other
Razorpay,Online Payment Gateway,,Jaipur,"Tiger Global Management, Matrix Partners",Private Equity,9000000.0,2015-10-26,early_2015_2019,2015,Other
Happitoo,Location Based Nightlife Recommendation\\Xc2\\Xa0 Platform,,Mumbai,Unnamed investor,Seed Funding,77000.0,2015-10-27,early_2015_2019,2015,Other
Care24,Professional Health Services Platform,,Mumbai,India Quotient,Seed Funding,350000.0,2015-10-27,early_2015_2019,2015,Other
Roadrunnr,Hyperlocal Logistics Service,,Bangalore,"Sequoia Capital, Nexus Venture Partners",Private Equity,10000000.0,2015-10-27,early_2015_2019,2015,Other
ORIGA Leasing,Asset Financing Platform,,Mumbai,"ah! Ventures, 500 Startups & Other HNIs",Seed Funding,1100000.0,2015-10-28,early_2015_2019,2015,Other
Smartivity.in,Virtual Reality Activity Based Learning Platform,,New Delhi,S Chand and Co Pvt Ltd,Seed Funding,200000.0,2015-10-28,early_2015_2019,2015,Other
ZopHop,Public Commute Helper App,,Mumbai,"Amit Singhal, PK Gulati & others",Seed Funding,450000.0,2015-10-29,early_2015_2019,2015,Other
LiftO,Ridesharing Mobile App,,Mumbai,"Rajesh Bhatia, Dheeraj Mehta & Others",Seed Funding,130000.0,2015-10-30,early_2015_2019,2015,Other
TinyOwl,Food Discovery & Delivery Mobile App,,Mumbai,"Sequoia Capital, Matrix Partners",Private Equity,7500000.0,2015-10-30,early_2015_2019,2015,Other
Toppr.com,Competitive Exam Learning Platform,,Mumbai,InnoVen Capital,Private Equity,2000000.0,2015-10-30,early_2015_2019,2015,Other
Kleeto,Document Digitization Platform,,Gurgaon,GREX,Seed Funding,230000.0,2015-10-30,early_2015_2019,2015,Other
BeaconsTalk,Proximity Marketing & Mobile Advertising Platform,,Mumbai,Puneet Bhatia & others,Seed Funding,80000.0,2015-10-30,early_2015_2019,2015,Other
Jugnoo,Autorickshaw Aggregator & Booking Platform,,Chandigarh,Paytm,Private Equity,10000000.0,2015-10-31,early_2015_2019,2015,Other
TOFlo,Fintech Startup Incubation Platform,,Mumbai,Tania Johny Palathinkal,Seed Funding,100000.0,2015-09-01,early_2015_2019,2015,Other
Stylecracker,Personalized Styling Platform,,Mumbai,Group of HNI investors,Private Equity,1000000.0,2015-09-01,early_2015_2019,2015,Other
Luxuryhues,Luxury Goods\\Xc2\\Xa0 Shopping Platform,,Gurgaon,Reliance Capital,Private Equity,900000.0,2015-09-01,early_2015_2019,2015,Other
Zivame,Online Lingerie Marketplace,,Bangalore,"Zodius Technology Fund, Khazanah Nasional Berhad",Private Equity,40000000.0,2015-09-02,early_2015_2019,2015,Other
Capillary Tech,Cloud Software Solutions,,New Delhi,"Warburg Pincus, Sequoia Capital, Norwest Venture Partners",Private Equity,45000000.0,2015-09-02,early_2015_2019,2015,Other
Jobspire,Job Search Platform,,Bangalore,Purvi Capital,Seed Funding,260000.0,2015-09-03,early_2015_2019,2015,Other
Vistaar Finance,Small Business Financing (Nbfc),,Bangalore,"WestBridge Capital, Omidyar Network, Elevar Equity, Saama Capital,\\xc2\\xa0 Lok Capital",Private Equity,40000000.0,2015-09-03,early_2015_2019,2015,Other
Clapsnslaps,Online Movie Review Platform,,Mumbai,R M Picture Company Pvt. Ltd.,Seed Funding,150000.0,2015-09-04,early_2015_2019,2015,Other
Blubox,Ecommerce Brands\\Xe2\\X80\\X99 Full Service Agency,,Mumbai,Ashish Jhalani,Seed Funding,100000.0,2015-09-04,early_2015_2019,2015,Other
RoomCentral,Cloud-Based Hotel Booking Platform,,Bangalore,Karanpal Singh,Seed Funding,2000000.0,2015-09-04,early_2015_2019,2015,Other
YouthKiAwaaz,Community Driven News/Views Platform,,New Delhi,"Raghav Bahl, Ritu Kapur",Seed Funding,600000.0,2015-09-07,early_2015_2019,2015,Other
Prozo,Study Material Marketplace,,New Delhi,"Nalin Jain, Shomil Pant, Dinesh Kundu & others",Seed Funding,205000.0,2015-09-07,early_2015_2019,2015,Other
Zomato,Restaurant Ratings & Reviews Platform,,Gurgaon,"Temasek, Vy Capital",Private Equity,60000000.0,2015-09-07,early_2015_2019,2015,Other
Sahayog Dairy,Dairy Based Product Manufacturer,,Bhopal,Acumen Fund,Private Equity,1800000.0,2015-09-07,early_2015_2019,2015,Other
MockBank,Government Test Preparation Platform,,Bangalore,Blume Ventures,Seed Funding,400000.0,2015-09-08,early_2015_2019,2015,Other
OnlineTyari,Multilingual Test Preparation Platform,,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,770000.0,2015-09-10,early_2015_2019,2015,Other
IndustryBuying,Industrial Tools Marketplace,,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,9200000.0,2015-09-10,early_2015_2019,2015,Other
The/Nudge Foundation,Non Profit Organization To Alleviate Poverty,,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,315000.0,2015-09-10,early_2015_2019,2015,Other
FitMeIn,Gym & Fitness Studios Subscription Platform,,New Delhi,Green House Ventures,Seed Funding,100000.0,2015-09-11,early_2015_2019,2015,Other
Zapyle,Pre-Used Apparel Shopping Mobile App,,Bangalore,,Seed Funding,1000000.0,2015-09-11,early_2015_2019,2015,Other
CredR,Used Vehicles Marketplace,,Mumbai,Eight Road Ventures,Private Equity,15000000.0,2015-09-12,early_2015_2019,2015,Other
CanvasFlip,Mobile App Testing Platform,,Hyderabad,Bessemer Venture Partners,Seed Funding,1200000.0,2015-09-14,early_2015_2019,2015,Other
Shadowfax,Hyperlocal Delivery Services,,Gurgaon,Eight Roads Ventures,Private Equity,9000000.0,2015-09-14,early_2015_2019,2015,Other
UE Life Sciences,Early Cancer Detection Solutions,,Us/India,"Aarin Capital, Unitus Seed Fund",Private Equity,3000000.0,2015-09-14,early_2015_2019,2015,Other
Ola Cabs,Cab Rental Mobile App,,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,225000000.0,2015-09-14,early_2015_2019,2015,Other
Coverfox,Online Insurance Distribution Platform,,Mumbai,Cataraman Ventures,Private Equity,2000000.0,2015-09-15,early_2015_2019,2015,Other
MoEngage,Mobile Marketing Automation Platform,,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,4250000.0,2015-09-15,early_2015_2019,2015,Other
Tea Trails,Chain Of Tea Caf\\Xc3\\Xa9\\Xe2\\X80\\X99S,,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,1000000.0,2015-09-15,early_2015_2019,2015,Other
Room on Call,Branded Budget Hotel Marketplace,,Noida,Payal Syal,Seed Funding,300000.0,2015-09-15,early_2015_2019,2015,Other
ChaiPoint,Food Subscription Platform,,Bangalore,Eight Roads Ventures,Private Equity,10000000.0,2015-09-16,early_2015_2019,2015,Other
WedmeGood.com,Wedding Planning Platform,,Gurgaon,Indian Angel Network,Seed Funding,410000.0,2015-09-16,early_2015_2019,2015,Other
XSTOK,B2B Mobile Auction Marketplace,,Mumbai,Oliphans Capital,Seed Funding,450000.0,2015-09-16,early_2015_2019,2015,Other
YepMe,Private Label Fashion Etailer,,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,75000000.0,2015-09-17,early_2015_2019,2015,Other
Bueno,Online Food Ordering & Delivery,,Gurgaon,High Networth Individuals (No details),Seed Funding,600000.0,2015-09-17,early_2015_2019,2015,Other
Plabro,Real Estate Broker Platform App,,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,350000.0,2015-09-18,early_2015_2019,2015,Other
CureJoy,Online Health & Wellness Platform,,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,1150000.0,2015-09-18,early_2015_2019,2015,Other
Briston Technomach,Internet Of Things Platform,,New Delhi,Undisclosed,Seed Funding,150000.0,2015-09-18,early_2015_2019,2015,Other
LabStreet,Diagnostic Labs Aggregator Platform,,Gurgaon,Multiple investors,Seed Funding,150000.0,2015-09-18,early_2015_2019,2015,Other
Portea Medical,Home Medical Care Services,,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,37500000.0,2015-09-21,early_2015_2019,2015,Other
Neotrade Analytics,Real-Time Stock Data Platform,,Bangalore,Rainmatter,Seed Funding,235000.0,2015-09-21,early_2015_2019,2015,Other
